Day;Month;Year;Plot;Subplot;Group;Order;Family;Species;Plant;Plant_Simple;Time;Abundances
5;5;2016;8;C3;Bees;Hymenoptera;Megachilidae;Osmia_submicans;PUPA;PUPA;15;2
5;5;2016;8;D3;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;15;2
5;5;2016;8;E2;Butterflies;Lepidoptera;NA;NA;ME;ME;15;1
5;5;2016;9;A5;Butterflies;Lepidoptera;NA;NA;BEMA;BEMA;15.40;1
7;4;2016;1;E3;Beetles;Coleoptera;NA;NA;BEMA;BEMA;15.11;1
7;4;2016;1;F6;Beetles;Coleoptera;Meloidae;NA;ME;ME;15.11;1
7;4;2016;2;A4;Beetles;Coleoptera;NA;NA;ME;ME;15.11;1
7;4;2016;3;NA;NA;NA;NA;NA;ME;ME;15.11;1
7;4;2016;4;A4;Bees;Hymenoptera;Andrenidae;NA;LEMA;LEMA;13.40;1
7;4;2016;4;B2;Beetles;Coleoptera;NA;NA;SCLA;SCLA;13.40;1
7;4;2016;4;C6;Beetles;Coleoptera;NA;NA;ME;ME;13.40;1
7;4;2016;4;D1;Beetles;Coleoptera;Meloidae;Lagorina_sericea;LEMA;LEMA;13.40;1
7;4;2016;5;A2;Bees;Hymenoptera;Halictidae;Lasioglossum_sp.;ME;ME;14.30;1
7;4;2016;5;A4;Beetles;Coleoptera;Meloidae;NA;LEMA;LEMA;14.30;1
7;4;2016;6;A4;Butterflies;Lepidoptera;Pieridae;Colias_croceus;ME;ME;14.30;1
7;4;2016;6;A5;Beetles;Coleoptera;Chrysomelidae;Cryptocephalus_sp.;ME;ME;14.30;1
7;4;2016;6;B6;Beetles;Coleoptera;NA;NA;ME;ME;14.30;1
7;4;2016;7;A6;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;1
7;4;2016;7;D6;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;11.10;1
7;4;2016;7;E5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;11.10;1
7;4;2016;7;E5;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;2
7;4;2016;7;E5;Flies;Diptera;Syrphidae;NA;BEMA;BEMA;11.10;1
7;4;2016;7;E6;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;1
7;4;2016;7;F1;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;1
7;4;2016;7;F3;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;1
7;4;2016;7;F5;Flies;Diptera;NA;NA;BEMA;BEMA;11.10;1
7;4;2016;7;F5;Flies;Diptera;NA;NA;ME;ME;11.10;1
7;4;2016;7;F5;Flies;Diptera;Syrphidae;NA;ME;ME;11.10;1
7;4;2016;7;F6;Butterflies;Lepidoptera;Pieridae;Colias_croceus;LEMA;LEMA;11.10;1
7;4;2016;8;A5;Flies;Diptera;NA;NA;BEMA;BEMA;11.56;1
7;4;2016;8;A5;Flies;Diptera;NA;NA;ME;ME;11.56;1
7;4;2016;8;B4;Beetles;Coleoptera;NA;NA;BEMA;BEMA;11.56;1
7;4;2016;8;B4;Flies;Diptera;NA;NA;BEMA;BEMA;11.56;2
7;4;2016;8;D1;Flies;Diptera;Bombyliidae;NA;CHMI;CHMI;11.56;1
7;4;2016;8;D3;Beetles;Coleoptera;NA;NA;ME;ME;11.56;1
7;4;2016;8;D3;Butterflies;Lepidoptera;Pieridae;Colias_croceus;ME;ME;11.56;1
7;4;2016;8;E2;Flies;Diptera;NA;NA;ME;ME;11.56;1
7;4;2016;8;E4;Flies;Diptera;NA;NA;ME;ME;11.56;2
7;4;2016;8;F5;Beetles;Coleoptera;NA;NA;CHMI;CHMI;11.56;1
7;4;2016;9;B3;Flies;Diptera;NA;NA;BEMA;BEMA;12.40;3
7;4;2016;9;B4;Flies;Diptera;NA;NA;BEMA;BEMA;12.40;1
7;4;2016;9;B5;Flies;Diptera;NA;NA;BEMA;BEMA;12.40;1
7;4;2016;9;D1;Flies;Diptera;NA;NA;BEMA;BEMA;12.40;1
7;4;2016;9;D4;Bees;Hymenoptera;Apidae;Eucera_sp.;ME;ME;12.40;1
7;4;2016;9;D5;Bees;Hymenoptera;Andrenidae;NA;ME;ME;12.40;1
7;4;2016;9;D5;Flies;Diptera;Sarcophagidae;Sarcophaga_sp.;BEMA;BEMA;12.40;1
8;2;2016;1;D3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.13;1
8;2;2016;1;NA;NA;NA;NA;NA;CHFU;CHFU;13.13;1
8;2;2016;2;E2;Flies;Diptera;NA;NA;CHFU;CHFU;14.19;1
8;2;2016;2;E4;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;14.19;1
8;2;2016;2;NA;NA;NA;NA;NA;LEMA;LEMA;14.19;1
8;2;2016;2;NA;NA;NA;NA;NA;SOAS;SOAS;14.19;1
8;2;2016;3;C2;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;14.19;1
8;2;2016;3;C3;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;14.19;1
8;2;2016;3;C3;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;14.19;1
8;2;2016;3;NA;NA;NA;NA;NA;SOAS;SOAS;14.19;1
8;2;2016;4;B1;Flies;Diptera;Syrphidae;NA;SOAS;SOAS;13.13;1
8;2;2016;6;NA;NA;NA;NA;NA;CHFU;CHFU;15.03;1
8;2;2016;6;NA;NA;NA;NA;NA;LEMA;LEMA;15.03;1
8;2;2016;6;NA;NA;NA;NA;NA;SOAS;SOAS;15.03;1
8;2;2016;7;B6;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;12.33;1
8;2;2016;7;B6;Bees;Hymenoptera;Andrenidae;Andrena_hesperia;CHFU;CHFU;12.33;1
8;2;2016;7;C3;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;12.33;1
8;2;2016;7;D4;Flies;Diptera;NA;NA;CHFU;CHFU;12.33;1
8;2;2016;7;E1;Flies;Diptera;NA;NA;CHFU;CHFU;12.33;1
8;2;2016;7;E4;Flies;Diptera;NA;NA;CHFU;CHFU;12.33;1
8;2;2016;7;NA;NA;NA;NA;NA;LEMA;LEMA;12.33;1
8;2;2016;7;NA;NA;NA;NA;NA;RAPE;RAPE;12.33;1
8;2;2016;7;NA;NA;NA;NA;NA;SCLA;SCLA;12.33;1
8;2;2016;7;NA;NA;NA;NA;NA;SOAS;SOAS;12.33;1
8;2;2016;8;D5;Flies;Diptera;NA;NA;CHFU;CHFU;15.33;1
8;2;2016;8;E2;Flies;Diptera;NA;NA;CHFU;CHFU;15.33;1
8;2;2016;8;NA;NA;NA;NA;NA;BEMA;BEMA;15.33;1
8;2;2016;8;NA;NA;NA;NA;NA;RAPE;RAPE;15.33;1
8;2;2016;8;NA;NA;NA;NA;NA;SCLA;SCLA;15.33;1
8;2;2016;8;NA;NA;NA;NA;NA;SOAS;SOAS;15.33;1
8;2;2016;9;B4;NA;NA;NA;NA;CHFU;CHFU;16.11;1
8;2;2016;9;C1;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;16.11;1
8;2;2016;9;C5;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;16.11;1
8;2;2016;9;C6;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;16.11;2
8;2;2016;9;E6;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;16.11;1
8;2;2016;9;F6;Flies;Diptera;NA;NA;CHFU;CHFU;16.11;1
8;2;2016;9;NA;NA;NA;NA;NA;FRPU;FRPU;16.11;1
8;2;2016;9;NA;NA;NA;NA;NA;RAPE;RAPE;16.11;1
8;2;2016;9;NA;NA;NA;NA;NA;SOAS;SOAS;16.11;1
8;2;2016;9;NA;NA;NA;NA;NA;SPRU;SPRU;16.11;1
8;2;2019;3;A6;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;12.38;1
8;2;2019;3;D3;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;12.38;1
8;2;2019;3;F2;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;12.38;1
8;2;2019;5;A3;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;CHFU;CHFU;13.11;1
8;2;2019;5;C3;Flies;Diptera;Syrphidae;Episyrphus_balteatus;CHFU;CHFU;13.11;1
8;2;2019;5;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.11;1
8;2;2019;5;F5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.11;1
8;2;2019;5;F6;Flies;Diptera;NA;NA;CHFU;CHFU;NA;1
8;2;2019;5;F6;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;13.11;2
8;2;2019;7;D6;Flies;Diptera;Bibionidae;Dilophus_sp.;RAPE;RAPE;13.46;1
8;2;2019;7;E3;Flies;Diptera;Syrphidae;NA;RAPE;RAPE;13.46;1
8;2;2019;8;A3;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;13.46;1
8;2;2019;8;A6;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;13.46;1
8;2;2019;8;B3;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;13.46;1
8;2;2019;8;D1;Flies;Diptera;Syrphidae;Episyrphus_sp.;CHFU;CHFU;13.46;1
8;2;2019;9;A6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;B1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;B1;Flies;Diptera;NA;NA;CHFU;CHFU;14.20;1
8;2;2019;9;C1;Flies;Diptera;Syrphidae;Episyrphus_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;C3;Flies;Diptera;Syrphidae;Episyrphus_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;C6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;C6;Flies;Diptera;Syrphidae;Scaeva_sp.;CHFU;CHFU;14.20;1
8;2;2019;9;D4;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;14.20;1
9;6;2016;3;A2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;3
9;6;2016;3;B2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;1
9;6;2016;3;B6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;1
9;6;2016;3;C3;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;4
9;6;2016;3;C5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;1
9;6;2016;3;D2;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;1
9;6;2016;3;E6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;10;1
9;6;2016;5;A4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;4
9;6;2016;5;A5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;3
9;6;2016;5;A5;Flies;Diptera;Bombyliidae;NA;SCLA;SCLA;11;1
9;6;2016;5;A5;Flies;Diptera;NA;NA;LEMA;LEMA;11;1
9;6;2016;5;B3;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;1
9;6;2016;5;B4;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;1
9;6;2016;5;B5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;2
9;6;2016;5;C3;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11;1
9;6;2016;5;D5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;4
9;6;2016;5;D6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;4
9;6;2016;5;E4;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11;1
9;6;2016;5;E6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;1
9;6;2016;5;F5;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;2
9;6;2016;5;F6;Flies;Diptera;Bombyliidae;NA;LEMA;LEMA;11;4
9;6;2016;5;F6;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11;3
9;6;2016;7;A4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;3
9;6;2016;7;A5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;4
9;6;2016;7;A5;Flies;Diptera;Syrphidae;NA;PUPA;PUPA;12;1
9;6;2016;7;A6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;2
9;6;2016;7;C5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;3
9;6;2016;7;C6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;3
9;6;2016;7;D6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;4
9;6;2016;7;E1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;4
9;6;2016;7;E2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;6
9;6;2016;7;E6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;3
9;6;2016;7;F1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;3
9;6;2016;7;F2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;6
9;6;2016;7;F3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;4
9;6;2016;7;F5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;19
9;6;2016;7;F5;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;12;1
9;6;2016;7;F6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;12;33
9;6;2016;8;A3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;1
9;6;2016;8;A4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;1
9;6;2016;8;A4;Flies;Diptera;Syrphidae;Eristalinus_sp.;PUPA;PUPA;13;1
9;6;2016;8;A5;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;1
9;6;2016;8;A6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;2
9;6;2016;8;B2;Butterflies;Lepidoptera;Pieridae;Colias_croceus;PUPA;PUPA;13;1
9;6;2016;8;B6;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;13;1
9;6;2016;8;C3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;1
9;6;2016;8;D1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;2
9;6;2016;8;D2;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;2
9;6;2016;8;D3;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;2
9;6;2016;8;D3;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;13;1
9;6;2016;8;E1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;2
9;6;2016;8;E1;Flies;Diptera;Syrphidae;NA;PUPA;PUPA;13;1
9;6;2016;8;E2;Flies;Diptera;Syrphidae;Eristalis_sp.;PUPA;PUPA;13;1
9;6;2016;8;E5;Flies;Diptera;Syrphidae;NA;PUPA;PUPA;13;3
9;6;2016;8;E6;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;1
9;6;2016;8;E6;Flies;Diptera;NA;NA;PUPA;PUPA;13;1
9;6;2016;8;F1;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;15
9;6;2016;8;F3;Flies;Diptera;NA;NA;PUPA;PUPA;13;3
9;6;2016;8;F4;Flies;Diptera;Bombyliidae;NA;PUPA;PUPA;13;6
9;6;2016;8;F4;Flies;Diptera;NA;NA;PUPA;PUPA;13;4
9;6;2016;8;F4;Flies;Diptera;Syrphidae;Eristalinus_sp.;PUPA;PUPA;13;1
9;6;2016;8;F6;Bees;Hymenoptera;Apidae;Eucera_sp.;PUPA;PUPA;13;1
9;6;2016;8;F6;Flies;Diptera;NA;NA;PUPA;PUPA;13;2
9;6;2016;NA;OUT;Flies;Diptera;Stratiomyidae;Odontomyia_sp.;PUPA;PUPA;14;1
11;3;2019;1;A3;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.57;1
11;3;2019;1;B1;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;13.57;1
11;3;2019;1;B2;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.57;1
11;3;2019;1;B2;Flies;Diptera;Empididae;NA;ME;ME;13.57;1
11;3;2019;1;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.57;1
11;3;2019;1;E2;Flies;Diptera;NA;NA;CHFU;CHFU;13.57;1
11;3;2019;1;F4;Flies;Diptera;NA;NA;CHFU;CHFU;13.50;1
11;3;2019;2;A4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.23;1
11;3;2019;2;E4;Bees;Hymenoptera;Halictidae;NA;ME;ME;13.23;1
11;3;2019;4;A2;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;2
11;3;2019;4;B1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;CHFU;CHFU;13.23;2
11;3;2019;4;B1;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;B2;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;B5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;CHFU;CHFU;13.23;1
11;3;2019;4;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.23;1
11;3;2019;4;B6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.23;1
11;3;2019;4;B6;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;C2;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;C5;Flies;Diptera;NA;NA;CHFU;CHFU;13.23;1
11;3;2019;4;D6;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;E5;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;1
11;3;2019;4;F4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;CHFU;CHFU;13.23;1
11;3;2019;4;F5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;13.23;1
11;3;2019;4;F5;Flies;Diptera;Empididae;NA;CHFU;CHFU;13.23;2
11;3;2019;5;A1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.38;1
11;3;2019;5;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.38;1
11;3;2019;5;A4;Bees;Hymenoptera;Formicidae;NA;CHFU;CHFU;12.47;1
11;3;2019;5;A4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.47;1
11;3;2019;5;A5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.49;1
11;3;2019;5;B1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.38;1
11;3;2019;5;B3;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;12.43;1
11;3;2019;6;A2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;6;A3;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;CHFU;CHFU;12.05;1
11;3;2019;6;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;6;A4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.05;1
11;3;2019;6;B1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.05;1
11;3;2019;6;B3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;12.05;1
11;3;2019;6;D2;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;12.05;1
11;3;2019;6;D3;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;12.05;1
11;3;2019;6;E3;Bees;Hymenoptera;Apoidea;NA;CHFU;CHFU;12.05;1
11;3;2019;6;F5;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;12.05;1
11;3;2019;7;A1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;A5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;2
11;3;2019;7;B1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B2;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;12.05;1
11;3;2019;7;B3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;B6;Flies;Diptera;Empididae;NA;CHFU;CHFU;12.05;1
11;3;2019;7;C3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;C3;Flies;Diptera;Empididae;NA;CHFU;CHFU;12.05;1
11;3;2019;7;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;RAPE;RAPE;12.05;1
11;3;2019;7;C5;Flies;Diptera;Bibionidae;Dilophus_sp.;Lysimachia_arvensis;Lysimachia_arvensis;12.05;1
11;3;2019;7;C6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D1;Flies;Diptera;Empididae;NA;CHFU;CHFU;12.05;1
11;3;2019;7;D2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D4;Flies;Diptera;Bibionidae;Dilophus_sp.;RAPE;RAPE;12.05;1
11;3;2019;7;D5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;D6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;E2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;E2;Flies;Diptera;NA;NA;CHFU;CHFU;12.05;1
11;3;2019;7;E3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;E4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;E5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F2;Flies;Diptera;Empididae;NA;CHFU;CHFU;12.05;1
11;3;2019;7;F3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;12.05;1
11;3;2019;7;F5;Flies;Diptera;Culicidae;NA;CHFU;CHFU;12.05;1
11;3;2019;8;A2;Flies;Diptera;NA;NA;CHFU;CHFU;11.20;1
11;3;2019;8;A2;Flies;Diptera;Tipulidae;Nephrotoma_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;A5;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;A6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;B2;Flies;Diptera;Syrphidae;Eupeodes_corollae;CHFU;CHFU;11.20;1
11;3;2019;8;B3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.20;1
11;3;2019;8;B4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;B5;Flies;Diptera;Empididae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;B5;Flies;Diptera;Syrphidae;Eupeodes_corollae;CHFU;CHFU;11.20;1
11;3;2019;8;B6;Flies;Diptera;Empididae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;C3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;C4;Flies;Diptera;Tipulidae;Nephrotoma_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;C6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;D2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;D3;Flies;Diptera;Empididae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;D5;Flies;Diptera;Empididae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;E2;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;E3;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;E4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;E5;Flies;Diptera;Muscidae;Musca_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;F3;Flies;Diptera;Empididae;NA;CHFU;CHFU;11.20;1
11;3;2019;8;F4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;8;F6;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;9;A2;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;9;A5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.20;1
11;3;2019;9;C3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.20;1
11;3;2019;9;C4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.20;1
11;3;2019;9;C4;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.20;1
11;3;2019;9;C5;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.20;1
11;3;2019;9;D2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.20;1
11;3;2019;9;D4;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;9;E1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;9;E3;Beetles;Coleoptera;Melyridae;NA;CHFU;CHFU;11.20;1
11;3;2019;9;E4;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;11.20;1
11;3;2019;9;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;11.20;1
11;3;2019;9;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.20;1
